,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
0,0,0,0,0,0,1266133,808707652587028480,430245429,neutral,other,2016-12-13T16:18:24.000Z,Peter Lilley casts doubt on prospects for post-Brexit transitional deal #ToryBrexitShambles  https://t.co/Wt09NK24VV,['torybrexitshambles']
1,1,1,1,1,1,1400008,815186965364674560,3230403832,neutral,other,2016-12-31T13:24:52.000Z,The rest of this message is written in Brexit invisible ink #ToryBrexitShambles https://t.co/Wcazin8qQx,['torybrexitshambles']
2,2,2,2,2,2,1694926,869490201185456128,829060856,neutral,other,2017-05-30T09:46:32.000Z,We have 'over 100 pages' of detail on #Brexit says David Davis #r4today #ToryBrexitShambles #BattleForNumber10 #GE2017,"['brexit', 'r4today', 'ge2017', 'torybrexitshambles', 'battlefornumber10']"
3,3,3,3,3,3,1098743,848774258692063232,244429930,positive,other,2017-04-03T05:48:47.000Z,"@hendopolis Yet more Tory cuts to benefits, NHS and education at the same time as spending on #Brexit defence and blue passports!
#ToryBrexitShambles","['brexit', 'torybrexitshambles']"
4,4,4,4,4,4,1053059,847714217255772160,128151751,positive,other,2017-03-31T07:36:33.000Z,"Morning Star :: #Workersrights  at risk from Great #RepealBill  | The People’s Daily
https://t.co/LAzqzmsOnk #brexit #ToryBrexitShambles","['brexit', 'workersrights', 'torybrexitshambles', 'repealbill']"
5,5,5,5,5,5,1104242,848862309535625216,231431466,neutral,other,2017-04-03T11:38:40.000Z,Anyone Else noticed how Brexiteers never mentioned a £50B divorce bill.? #brexit #ToryBrexitShambles #farageonlbc #brexitbill #A50WhatNext https://t.co/lqoib8NLTB,"['brexitbill', 'a50whatnext', 'brexit', 'torybrexitshambles', 'farageonlbc']"
6,6,6,6,6,6,1096198,848660790714527744,231431466,neutral,other,2017-04-02T22:17:54.000Z,@docmartincohen @JeanneBartram I just managed it #ToryBrexitShambles #brexitbill #brexit https://t.co/FE4x3KS4ZX,"['brexitbill', 'brexit', 'torybrexitshambles']"
7,7,7,7,7,7,1407582,859040493992280064,310535567,negative,remain,2017-05-01T13:43:08.000Z,That is why Brexit will be terrible for the UK even if it goes for hard Brexit. It really says it all. #brexitshambles #ToryBrexitShambles https://t.co/yjrl7xiOUI,"['brexitshambles', 'torybrexitshambles']"
8,8,8,8,8,8,1013560,847175128526065664,231431466,neutral,other,2017-03-29T19:54:25.000Z,#BrexitWhatNext Here's one for the #DailyMail  #BrexitEve   #brexitday #BrexitBritain #BrexitBritain #brexit #ToryBrexitShambles https://t.co/xrdCcna1qt,"['brexitwhatnext', 'brexit', 'torybrexitshambles', 'dailymail', 'brexitbritain', 'brexiteve', 'brexitday']"
9,9,9,9,9,9,1013503,847174691659878400,231431466,neutral,other,2017-03-29T19:52:40.000Z,#BrexitWhatNext Here's one for the #DailyMail   #BrexitEve  #brexitday #BrexitBritain #BrexitBritain #brexit #ToryBrexitShambles https://t.co/golGdUzzNA,"['brexitwhatnext', 'brexit', 'torybrexitshambles', 'dailymail', 'brexitbritain', 'brexiteve', 'brexitday']"
10,10,10,10,10,10,1065251,847852169336324096,20085464,negative,other,2017-03-31T16:44:44.000Z,"#Tories unhappy that #Gibraltar wishes over power sharing could be ignored, but happy to ignore their #brexit wishes

#ToryBrexitShambles","['gibraltar', 'brexit', 'torybrexitshambles', 'tories']"
11,11,11,11,11,11,1094038,848598597029507072,231431466,neutral,other,2017-04-02T18:10:46.000Z,"*BREAKING*  
An elite UK Brexiteer Defence Force has landed on in #Gibraltar . https://t.co/mvIorWEmTU #Brexit #ToryBrexitShambles #Spain","['gibraltar', 'spain', 'brexit', 'torybrexitshambles']"
12,12,12,12,12,12,1280330,855312770232860672,404337097,neutral,other,2017-04-21T06:50:30.000Z,@RHamiltonMSP Brexit will bring Scottish economy to a standstill https://t.co/en2Zji6gkG #torybrexitshambles #noplannoidea,"['noplannoidea', 'torybrexitshambles']"
13,13,13,13,13,13,1107865,848975540468011008,570262333,negative,other,2017-04-03T19:08:36.000Z,@moh_kohn Surely someone on the Tory Brexit team can leak a massive controversial document to the press soon to end the madness?! #ToryBrexitShambles,['torybrexitshambles']
14,14,14,14,14,14,1659351,868117317061890048,112184737,neutral,other,2017-05-26T14:51:11.000Z,@AdamParsons1 Has @Conservatives @brexit_tory been informed #torybrexitshambles,['torybrexitshambles']
15,15,15,15,15,15,1412223,859159943055908864,112184737,neutral,other,2017-05-01T21:37:47.000Z,"@guardian u have 2 #torybrexitshambles
""Labour/Lib/Dem/SNP r now lining up 2disrupt OUR  negotiations on brexit,” Tory Patrick McLoughlin 😲 https://t.co/rLJJRDdOFI",['torybrexitshambles']
16,16,16,16,16,16,1956885,875638131621478400,2408645694,neutral,other,2017-06-16T08:56:13.000Z,@jonsnowC4  We don't have a Government yet. The Queens Speech has not been passed. How can they start BREXIT talks ? #torybrexitshambles https://t.co/Oze4P0FVxc,['torybrexitshambles']
17,17,17,17,17,17,1174508,851677533930229760,460131605,positive,other,2017-04-11T06:05:22.000Z,"Theresa May's advisers 'have no clue how to strike best Brexit trade deals' 
#ToryBrexitShambles  https://t.co/WYa9d1mLCH",['torybrexitshambles']
18,18,18,18,18,18,1069714,847954793524015104,3403856709,positive,other,2017-03-31T23:32:31.000Z,Theresa May would throw anyone and anything under the bus to satisfy her personal lust for power and glory #brexit #ToryBrexitShambles https://t.co/DZMZpbjQ0F,"['torybrexitshambles', 'brexit']"
19,19,19,19,19,19,1033811,847412596399497216,1568008759,negative,other,2017-03-30T11:38:01.000Z,"#brexit weather perhaps?

Fine in EU states; overcast, gloomy &amp; miserable in the U.K.

#brexitshambles
#ToryBrexitShambles https://t.co/GubBOyKExB","['torybrexitshambles', 'brexitshambles', 'brexit']"
20,20,20,20,20,20,598106,897755125636358144,2225633047,neutral,remain,2017-08-16T09:41:16.000Z,#FakeNews. They GENUINELY haven't got a clue what they are doing! #Brexit #brexitshambles #ToryBrexitShambles https://t.co/b3tlkrBnL8,"['brexit', 'brexitshambles', 'fakenews', 'torybrexitshambles']"
21,21,21,21,21,21,1835228,939526638643052544,329857480,positive,other,2017-12-09T16:06:20.000Z,"It's amazing how the news media can report a surrender as a victory.
#Brexit  #ToryBrexitShambles","['brexit', 'torybrexitshambles']"
22,22,22,22,22,22,1839185,939743489067245568,2384944795,neutral,remain,2017-12-10T06:28:02.000Z,THE BREXIT SLUGFEST. NOT! #Brexit #brexitshambles #brexitdeal #ToryBrexitShambles https://t.co/Lg17Ys1WUd,"['brexitdeal', 'brexit', 'brexitshambles', 'torybrexitshambles']"
23,23,23,23,23,23,1837213,939617871184973824,42392229,neutral,other,2017-12-09T22:08:52.000Z,More dishonesty from David Davis regarding Brexit impact assessments on Scotland's economy #Brexshit #ToryBrexitShambles #DavidDavis https://t.co/7R6IpH57lK,"['brexshit', 'daviddavis', 'torybrexitshambles']"
24,24,24,24,24,24,1835937,939566500767260672,34761502,positive,remain,2017-12-09T18:44:44.000Z,A second #referendum is in the #Tory party’s interests #ToryBrexitShambles #TheresaMay #BrexitShambles #Brexit #BrexitDeal #Britain #UnitedKingdom #EuropeanUnion #EU27 @FinancialTimes @FT https://t.co/gXaKC8QYbU,"['britain', 'brexitdeal', 'referendum', 'brexit', 'eu27', 'tory', 'europeanunion', 'torybrexitshambles', 'unitedkingdom', 'theresamay', 'brexitshambles']"
25,25,25,25,25,25,1333291,923943411593424896,1543802496,neutral,leave,2017-10-27T16:04:10.000Z,Would not be surprised to see #catalonia out the #EU and back in again before our #ToryBrexitshambles have worked out what #Brexit means,"['eu', 'brexit', 'torybrexitshambles', 'catalonia']"
26,26,26,26,26,26,1818256,939146784391254016,241959522,neutral,leave,2017-12-08T14:56:56.000Z,"Fintan O’Toole: Ireland has just saved the UK from the madness of a hard Brexit https://t.co/2rkQKOmj44

I strongly suspect that #FintanOToole is on the money yet again! A good read!

#ToryBrexitShambles","['fintanotoole', 'torybrexitshambles']"
27,27,27,27,27,27,435962,891584228542042112,43652967,neutral,other,2017-07-30T09:00:19.000Z,'No deal on post #Brexit transition' - #Fox https://t.co/uzXw96culf #Fox out of step with #Hammond #ToryBrexitShambles https://t.co/QZMegggkeI,"['hammond', 'fox', 'brexit', 'torybrexitshambles']"
28,28,28,28,28,28,1892066,941258966331461632,253711038,negative,remain,2017-12-14T10:49:59.000Z,I'm a Scot and feel I can't vote @UKLabour now due to their 'fudge' around #Brexit Though the whole thing is a complete #ToryBrexitShambles @UKLabour are NOT helping matters with their #LabourBrexitFudge stance! UK needs #BrexitRef2 + Scotland needs #IndyRef2 #ScotRef #ExitBrexit https://t.co/n5a2O2Cdju,"['indyref2', 'exitbrexit', 'scotref', 'brexit', 'labourbrexitfudge', 'brexitref2', 'torybrexitshambles']"
29,29,29,29,29,29,1665871,935774066987995136,164809116,positive,remain,2017-11-29T07:34:58.000Z,@TurnerMalcolm “Failing” Grayling on top form again... the old joke about “ if brains were dynamite.....” comes to mind.. #FBPE #Stopbrexit #Brexit #Remain #Torybrexitshambles,"['remain', 'brexit', 'torybrexitshambles', 'fbpe', 'stopbrexit']"
30,30,30,30,30,30,1829205,939408319936188416,804956318972997632,neutral,remain,2017-12-09T08:16:11.000Z,"When @POTUS BELLEND is IMPEACHED (soon, very soon - Mueller is tightening the Noose!) and #ToryBrexitShambles #ResignNow @Number10gov AT THE SAME TIME, Before Season Holidays &amp; Christmas Brexit... oh, begging Your Pardons: BREAKFAST! - That's Right, EU Negotiators HAD YOU FOR! 🤡 https://t.co/Jw10HI26VH","['resignnow', 'torybrexitshambles']"
31,31,31,31,31,31,1830459,939415740444180480,39571030,negative,remain,2017-12-09T08:45:40.000Z,What's going on here? Special EU deals for one country but not for my country that voted to stay in? Is it a #BRIBE thankyou? I lose my EU passport but they don't? #Brexit #torybrexitshambles #WakeUp #ToxicTories #sinkingship #NoConfidence #NastyParty https://t.co/jw7QHbUEaA,"['sinkingship', 'torybrexitshambles', 'brexit', 'wakeup', 'toxictories', 'bribe', 'noconfidence', 'nastyparty']"
32,32,32,32,32,32,1074105,916374663269318656,227833307,negative,other,2017-10-06T18:48:39.000Z,#ToryBrexitShambles roles on as Trump administration rejects Theresa May’s post-Brexit agriculture deal with EU  https://t.co/OxhSQn4ZCc,['torybrexitshambles']
33,33,33,33,33,33,1786320,938682192909295616,2408645694,negative,leave,2017-12-07T08:10:49.000Z,What is the point of this Brexit Committee ? It's a complete waste of time and money. #ToryBrexitShambles https://t.co/BEy7xO4fT8,['torybrexitshambles']
34,34,34,34,34,34,1689152,936359739360989184,2408645694,negative,other,2017-11-30T22:22:13.000Z,Remember Brexit Minister David Davis held Parliament in contempt with his lies over Brexit Papers? Has he been charged yet I wonder? #ToryBrexitShambles,['torybrexitshambles']
35,35,35,35,35,35,442823,891921689810001920,135857034,neutral,other,2017-07-31T07:21:16.000Z,"Another update on the Brexit jobs boom....in the EU
#ToryBrexitShambles https://t.co/4EyKDoOAeM",['torybrexitshambles']
36,36,36,36,36,36,913077,910791435095552000,2408645694,negative,other,2017-09-21T09:02:54.000Z,Yet she thinks the rest of the World will beat a path to our door to do business with us after Brexit ? Delusional fool. #ToryBrexitshambles https://t.co/rVCKdKq5T0,['torybrexitshambles']
37,37,37,37,37,37,1785648,938670430969360384,227833307,negative,other,2017-12-07T07:24:05.000Z,"Hard Brexit would be 'infinitely worse' for the UK than the EU, says Dutch PM stating the obvious. #ToryBrexitShambles  https://t.co/2xaE7et1Bu",['torybrexitshambles']
38,38,38,38,38,38,1767857,938346954903482368,2408645694,neutral,remain,2017-12-06T09:58:42.000Z,@PolhomeEditor I personally hope the Irish do play 'hardball' over Brexit. Considering how many Irish people the British have murdered over the last few hundred years how can you blame them. #ToryBrexitShambles,['torybrexitshambles']
39,39,39,39,39,39,1926963,942370291287842816,112184737,negative,other,2017-12-17T12:26:00.000Z,"This is why Steve. U are a libdem using #brexit just as a Tory would. 
Unforgivable. 

The labour party have achieved a lot more in fighting #torybrexitshambles 

Show some respect. https://t.co/b1audj10Kr","['torybrexitshambles', 'brexit']"
40,40,40,40,40,40,1833495,939472244807557120,39571030,negative,other,2017-12-09T12:30:12.000Z,"WHAT! Our BBC Licence Fee goes to subsidise newspapers by £MILLIONS? To Trinity Mirror, Newsquest &amp; Johnston Press. State Propaganda gets a major boost: #ScrapTheTVLicence #PropagandaTax #Brexit #torybrexitshambles #WakeUp #NoConfidence
https://t.co/Jb6y43ocUt - via:@pressgazette","['torybrexitshambles', 'brexit', 'scrapthetvlicence', 'propagandatax', 'wakeup', 'noconfidence']"
41,41,41,41,41,41,724615,903554000783634432,2225633047,negative,leave,2017-09-01T09:43:55.000Z,"This #ToryBrexitShambles is a national embarrassment. #VoteLeave #Brexit #UKIP 
https://t.co/JZVyZM6vah","['ukip', 'brexit', 'voteleave', 'torybrexitshambles']"
42,42,42,42,42,42,654701,971436605545369600,336450787,negative,other,2018-03-07T17:25:09.000Z,"Yet here we are. @Conservatives @CCHQPress ""£350m/wk"" for #NHS. You started it. Now, we'll be demanding that money back from post-#Brexit #UK, starting with #CityofLondon &amp; then #home #counties &amp; every #tory/#BrexitShambles #Leave voter. #toriesout #bbcqt #bbcaq https://t.co/UkdgIpTGql","['bbcqt', 'toriesout', 'bbcaq', 'cityoflondon', 'leave', 'torybrexitshambles', 'home', 'nhs', 'uk', 'counties']"
43,43,43,43,43,43,368471,960486541310164992,75518233,neutral,other,2018-02-05T12:13:31.000Z,@Conservatives why do u &amp; @BBCNews alway refer to the Brexit ‘WAR’ cabinet meeting? Y can’t u have a ‘peace’ meeting? #torybrexitshambles #NastyParty #brexitchaos #bbctorybias,"['bbctorybias', 'brexitchaos', 'nastyparty', 'torybrexitshambles']"
44,44,44,44,44,44,491257,965127434738774016,1089576230,positive,other,2018-02-18T07:34:46.000Z,If #Labour was in government I believe that the #Brexit would have been used to ensure a better deal to remain in the #EU as a member. Which might have meant opt-outs &amp; exemptions to legislation. With a vote in #Parliament. Thatcher did the same in principal. #ToryBrexitShambles,"['brexit', 'parliament', 'torybrexitshambles', 'labour', 'eu']"
45,45,45,45,45,45,689527,972955079908233216,2225633047,positive,leave,2018-03-11T21:59:02.000Z,Britain is a laughing stock. Hangerhead is born @disco_dave9 #Brexit #ToryBrexitShambles https://t.co/TyTqx6Ixg0,"['brexit', 'torybrexitshambles']"
46,46,46,46,46,46,182145,951844165700276224,1089576230,positive,remain,2018-01-12T15:51:48.000Z,"#Brexit: Corbyn is playing a clever long game that could benefit us all. Remainers are a largely harmonious community. While most harbour ultimate dreams of staying inside the EU (and regard Brexit as a nightmare) By Jonathan Lis #ToryBrexitShambles 
https://t.co/GICDp6P94T","['brexit', 'torybrexitshambles']"
47,47,47,47,47,47,773034,976746815612743680,39571030,negative,other,2018-03-22T09:06:02.000Z,FLASH! Brexit news latest update. The Trade Talks are going really well!  #bias #censorship #NoIdea #torybrexitshambles #WakeUp #NoConfidence #ToriesOut #ToxicTories #RuleBritannia #CambridgeAnalytica https://t.co/vPp2JQRWTJ,"['cambridgeanalytica', 'torybrexitshambles', 'noidea', 'wakeup', 'bias', 'toxictories', 'censorship', 'noconfidence', 'rulebritannia', 'toriesout']"
48,48,48,48,48,48,785645,977185235854151680,39571030,negative,other,2018-03-23T14:08:10.000Z,SOLD OUT BY THE TORIES 'We have been hijacked': fishermen feel used over Brexit #bias #censorship #NoIdea #torybrexitshambles #WakeUp #NoConfidence #ToriesOut #ToxicTories #RuleBritannia #CambridgeAnalytica https://t.co/4KWxV9EiIs,"['cambridgeanalytica', 'torybrexitshambles', 'noidea', 'wakeup', 'bias', 'toxictories', 'censorship', 'noconfidence', 'rulebritannia', 'toriesout']"
49,49,49,49,49,49,803807,977859596835487744,39571030,positive,remain,2018-03-25T10:47:50.000Z,Just not cricket is it? Secretly roughing up the Brexit ball like that so it reverse swings! #TheBrexitWhistleblower #indyref2 #BrexitShambles #powergrab #bias #censorship #NoIdea #torybrexitshambles #WakeUp #NoConfidence #ToriesOut #ToxicTories #RuleBritannia #CambridgeAnalytica https://t.co/TipXIjPRye,"['indyref2', 'cambridgeanalytica', 'torybrexitshambles', 'noidea', 'wakeup', 'bias', 'toxictories', 'powergrab', 'thebrexitwhistleblower', 'censorship', 'noconfidence', 'rulebritannia', 'toriesout', 'brexitshambles']"
50,50,50,50,50,50,638943,970932282377859072,39571030,neutral,remain,2018-03-06T08:01:09.000Z,"The Russian spy is actually a convicted British Spy. He may be Russian, but he was not their spy, he was ours! The not fake news you are not getting. #bias #censorship #NoIdea #Brexit #torybrexitshambles #WakeUp #NoConfidence #ToriesOut #ToxicTories","['torybrexitshambles', 'brexit', 'noidea', 'wakeup', 'bias', 'toxictories', 'censorship', 'noconfidence', 'toriesout']"
51,51,51,51,51,51,640179,970960258297421824,39571030,neutral,other,2018-03-06T09:52:19.000Z,"UK Hypocrisy, Tell this to a 6 year old having 30 seizures a day! UK is world’s largest legal cannabis producer, UN reveals — RT UK News #bias #censorship #NoIdea #Brexit #torybrexitshambles #WakeUp #NoConfidence #ToriesOut #ToxicTories
 https://t.co/zJYfGs6vCM","['torybrexitshambles', 'brexit', 'noidea', 'wakeup', 'bias', 'toxictories', 'censorship', 'noconfidence', 'toriesout']"
52,52,52,52,52,52,634505,970706416444039168,39571030,positive,leave,2018-03-05T17:03:39.000Z,"Let it sink in, Part 3. To sum it up - The people of Scotland are SOVEREIGN. We choose, and if we want can reject legislation. This is not treason, England is foreign to me. #bias #censorship #NoIdea #Brexit #torybrexitshambles #WakeUp #NoConfidence #ToriesOut #ToxicTories https://t.co/XUn0CYFz0c","['torybrexitshambles', 'brexit', 'noidea', 'wakeup', 'bias', 'toxictories', 'censorship', 'noconfidence', 'toriesout']"
